urllength,isdomainip,tldlength,noofsubdomain,noofdigits,noofspecialcharacters,ishttps,label
46,0,4,0,1,6,1,0
103,0,1,2,2,13,1,0
58,0,1,0,1,6,1,0
67,0,3,0,9,7,1,0
72,0,8,0,2,9,1,0
43,0,2,0,2,5,1,0
130,0,3,0,5,22,1,0
117,0,3,0,2,18,1,0
84,0,2,0,7,12,1,0
38,0,3,0,6,4,1,0
47,0,5,1,10,8,1,0
111,0,3,1,20,13,1,0
45,0,1,0,1,5,1,0
56,0,2,0,1,7,1,0
73,0,3,1,14,10,1,0
104,0,4,0,14,17,1,0
31,0,7,1,0,5,1,0
73,0,2,0,3,11,1,0
71,0,18,0,0,6,1,0
45,0,8,1,0,6,1,0
39,0,2,0,5,3,1,0
48,0,3,0,2,7,1,0
84,0,3,0,4,12,1,0
66,0,9,0,0,9,1,0
51,0,2,1,1,7,1,0
52,0,3,0,3,7,1,0
43,0,3,1,1,4,0,0
37,0,5,0,0,5,0,0
91,0,2,0,0,10,1,0
39,0,6,0,1,5,1,0
87,0,3,0,8,10,1,0
44,0,3,1,0,6,0,0
68,0,3,0,1,7,1,0
44,0,3,0,0,9,1,0
64,0,3,0,1,9,1,0
101,0,7,1,31,8,1,0
113,0,3,0,0,10,1,0
52,0,1,0,0,7,0,0
77,0,2,1,8,46,1,0
62,0,5,0,0,7,1,0
42,0,3,1,1,6,1,0
93,0,4,0,1,15,1,0
87,0,3,0,8,12,1,0
37,0,2,1,3,5,1,0
30,0,2,2,0,5,0,0
49,0,8,0,8,9,1,0
40,0,2,2,3,6,0,0
94,0,2,0,0,9,1,0
107,0,3,1,35,9,1,0
71,0,3,0,8,13,1,0
34,0,3,1,1,4,1,0
42,0,2,1,1,6,1,0
102,0,3,0,4,11,1,0
119,0,2,0,0,15,1,0
50,0,5,0,2,6,1,0
51,0,3,1,17,9,1,0
115,0,3,1,10,15,1,0
62,0,7,0,0,7,1,0
44,0,2,0,3,5,1,0
32,0,5,1,1,4,0,0
49,0,2,0,10,6,1,0
48,0,12,0,0,5,1,0
123,0,3,0,4,16,1,0
47,0,2,0,6,6,1,0
45,0,11,0,0,6,1,0
106,0,7,1,27,10,1,0
61,0,2,1,1,8,1,0
93,0,2,1,0,11,1,0
125,0,2,1,0,19,1,0
58,0,3,0,3,6,1,0
41,0,7,0,4,5,1,0
66,0,2,2,0,7,1,0
89,0,6,0,0,11,1,0
118,0,2,0,0,13,1,0
66,0,1,0,0,10,1,0
106,0,2,1,0,13,1,0
45,0,5,0,3,4,1,0
64,0,2,1,2,8,1,0
37,0,3,0,2,3,1,0
54,0,3,1,0,5,1,0
115,0,3,0,9,22,0,0
59,0,12,0,2,8,1,0
77,0,17,0,0,8,0,0
35,0,3,0,0,5,0,0
43,0,6,0,1,4,1,0
34,0,13,0,0,5,1,0
44,0,3,0,4,6,1,0
67,0,9,0,0,8,1,0
46,0,2,1,0,7,0,0
38,0,2,1,0,7,0,0
71,0,8,0,8,12,1,0
52,0,3,0,5,5,1,0
48,0,2,0,12,6,1,0
63,0,12,0,0,6,1,0
73,0,17,0,0,8,1,0
30,0,3,0,5,4,1,0
64,0,6,0,0,6,1,0
26,0,2,2,0,4,0,0
55,0,6,0,2,8,1,0
99,0,3,0,19,13,1,0
42,0,5,0,0,5,0,0
60,0,3,0,8,8,1,0
47,0,5,0,2,6,1,0
56,0,9,0,3,7,1,0
86,0,3,0,6,11,1,0
91,0,8,0,0,13,1,0
34,0,1,1,2,6,1,0
129,0,3,1,31,11,1,0
68,0,10,0,11,5,1,0
53,0,4,0,0,6,1,0
33,0,10,0,0,4,1,0
72,0,3,0,4,10,1,0
82,0,2,0,10,14,1,0
81,0,2,0,1,21,1,0
66,0,3,0,4,10,1,0
42,0,2,1,8,5,1,0
38,0,2,1,3,5,1,0
139,0,3,0,0,16,1,0
35,0,5,1,0,6,1,0
63,0,3,0,4,12,1,0
94,0,3,1,4,12,1,0
48,0,3,0,0,9,1,0
98,0,3,0,12,13,0,0
75,0,3,0,1,11,1,0
63,0,2,1,1,10,1,0
34,0,3,0,4,6,1,0
104,0,2,1,0,14,1,0
58,0,3,0,5,6,1,0
77,0,3,0,8,13,1,0
56,0,3,1,1,10,1,0
36,0,2,1,2,4,1,0
20,0,2,0,0,4,1,0
113,0,2,1,4,19,1,0
48,0,3,0,0,7,0,0
92,0,2,1,0,13,1,0
142,0,2,0,0,16,1,0
76,0,3,1,10,10,1,0
66,0,3,0,5,6,0,0
57,0,3,0,14,7,1,0
41,0,3,1,1,4,1,0
110,0,2,0,0,15,1,0
47,0,2,1,2,6,1,0
65,0,2,0,7,8,1,0
53,0,3,0,6,8,1,0
77,0,7,0,1,10,1,0
68,0,8,0,1,9,1,0
26,0,2,0,3,4,1,0
45,0,3,0,6,6,1,0
79,0,7,0,3,13,1,0
93,0,2,0,0,11,1,0
111,0,3,0,8,15,1,0
113,0,3,0,0,17,1,0
41,0,2,1,8,6,1,0
29,0,5,0,0,5,1,0
67,0,3,1,5,9,1,0
63,0,3,0,3,9,1,0
44,0,1,2,2,5,1,0
93,0,3,0,0,13,1,0
36,0,10,0,0,4,0,0
44,0,2,1,0,5,0,0
115,0,3,0,7,19,1,0
58,0,2,1,3,10,1,0
41,0,4,0,1,4,1,0
64,0,8,0,14,6,1,0
69,0,4,0,0,10,1,0
83,0,2,1,10,50,1,0
49,0,6,0,4,7,1,0
92,0,2,1,2,13,1,0
58,0,7,1,0,8,1,0
29,0,9,0,0,4,0,0
79,0,12,0,4,7,1,0
40,0,1,1,0,7,1,0
117,0,3,0,0,14,1,0
83,0,2,0,0,14,1,0
71,0,6,0,0,8,1,0
93,0,3,0,1,11,1,0
63,0,3,0,15,6,1,0
91,0,3,0,12,13,1,0
102,0,2,1,0,12,1,0
36,0,2,0,1,4,1,0
29,0,3,0,3,4,1,0
69,0,3,1,16,10,1,0
60,0,2,0,12,9,1,0
45,0,5,1,0,6,1,0
76,0,4,0,0,10,1,0
55,0,2,1,1,27,1,0
49,0,3,0,1,4,1,0
55,0,10,0,0,7,1,0
68,0,3,0,4,7,1,0
98,0,2,1,4,13,1,0
56,0,1,0,0,8,1,0
55,0,2,2,0,6,1,0
85,0,3,0,16,15,1,0
43,0,2,1,9,7,1,0
81,0,2,0,8,9,1,0
48,0,2,0,5,8,1,0
60,0,3,0,8,9,1,0
44,0,3,1,0,4,0,0
55,0,10,0,0,5,1,0
41,0,2,1,5,6,1,0
74,0,11,0,0,8,1,0
56,0,3,0,6,8,1,0
96,0,2,0,8,11,1,0
64,0,2,0,0,4,1,0
50,0,13,0,0,6,1,0
59,0,8,1,22,7,1,0
43,0,8,1,0,7,1,0
52,0,2,0,2,9,1,0
109,0,2,1,9,9,1,0
79,0,12,0,0,10,1,0
69,0,3,0,22,9,1,0
47,0,2,0,8,8,1,0
64,0,7,0,0,7,1,0
103,0,3,1,8,16,1,0
50,0,2,1,0,10,1,0
88,0,1,0,2,13,1,0
48,0,2,1,2,6,0,0
85,0,2,1,4,11,1,0
48,0,8,1,0,7,1,0
137,0,2,3,48,13,1,0
47,0,2,0,3,5,1,0
71,0,2,0,6,9,0,0
42,0,7,1,1,4,1,0
111,0,3,0,6,17,1,0
45,0,6,0,1,4,1,0
102,0,10,0,9,18,1,0
80,0,3,0,8,51,1,0
53,0,6,0,0,9,1,0
51,0,3,1,1,8,1,0
90,0,3,0,4,14,1,0
45,0,2,1,0,7,0,0
35,0,10,1,0,5,1,0
71,0,3,0,5,9,1,0
30,0,3,0,6,4,1,0
56,0,2,1,0,5,0,0
76,0,3,0,4,8,1,0
89,0,3,0,10,14,1,0
92,0,2,0,0,14,1,0
85,0,6,1,14,15,1,0
127,0,2,0,0,21,1,0
53,0,2,0,8,8,1,0
43,0,3,0,5,6,1,0
15,0,2,0,0,2,1,0
93,0,2,1,2,10,1,0
70,0,6,1,6,38,1,0
88,0,3,1,1,13,1,0
46,0,3,0,3,8,1,0
74,0,8,0,0,9,1,0
65,0,7,0,0,7,1,0
44,0,4,1,0,4,1,0
20,0,2,0,4,2,1,0
27,0,2,0,3,2,1,0
31,0,1,0,5,2,1,0
36,0,4,0,1,3,1,0
23,0,2,0,5,2,1,0
73,0,3,2,8,7,0,1
121,0,4,0,21,11,1,1
85,0,16,2,7,4,0,1
23,0,1,0,6,2,0,1
30,0,3,1,4,2,0,1
46,0,8,1,3,4,0,1
51,0,2,1,4,6,0,1
28,0,4,1,3,3,0,1
67,0,2,0,5,3,1,1
73,0,4,1,22,7,1,1
75,1,3,2,8,15,0,1
85,0,2,1,11,11,1,1
39,0,7,0,0,4,0,1
206,0,3,0,60,13,1,1
61,0,2,1,0,5,1,1
45,0,9,1,0,5,0,1
65,0,2,2,10,9,0,1
68,0,2,0,6,5,1,1
177,0,3,1,49,29,1,1
45,0,6,2,8,6,1,1
49,0,5,2,6,6,1,1
104,0,4,1,11,6,1,1
28,1,0,2,11,4,0,1
42,0,1,3,6,7,1,1
74,0,3,2,20,8,1,1
55,0,3,1,4,3,1,1
54,0,3,1,0,5,1,1
31,0,5,1,0,3,0,1
132,0,3,1,4,9,1,1
22,0,1,1,4,3,1,1
35,0,11,0,0,3,0,1
42,0,2,1,0,7,1,1
103,0,6,2,7,8,1,1
67,0,3,1,24,8,0,1
50,0,7,1,2,6,0,1
25,0,3,1,0,2,1,1
25,0,2,0,3,2,0,1
663,0,3,0,130,21,1,1
71,0,3,1,4,9,1,1
100,0,2,1,12,7,1,1
144,0,3,0,6,21,1,1
81,0,3,1,7,10,1,1
257,0,3,0,72,21,1,1
46,0,3,2,10,8,1,1
36,0,7,2,4,4,1,1
58,0,3,0,0,4,1,1
60,0,2,1,3,8,0,1
20,0,3,0,5,2,1,1
65,0,3,0,2,3,0,1
54,0,2,0,20,2,0,1
107,0,2,2,10,8,1,1
65,0,2,0,0,9,1,1
93,0,5,1,6,4,1,1
46,0,14,1,0,4,0,1
101,0,4,1,7,7,1,1
66,0,2,0,20,5,1,1
48,0,6,0,1,6,0,1
41,0,3,0,7,3,1,1
47,0,3,0,4,5,1,1
84,0,2,0,6,6,1,1
52,0,2,0,2,7,1,1
26,0,2,1,8,3,0,1
62,0,3,0,0,6,0,1
49,0,2,1,0,5,0,1
100,0,3,0,26,8,1,1
56,0,2,1,0,8,0,1
75,0,3,2,18,7,1,1
25,0,3,1,3,3,1,1
47,0,2,0,8,3,1,1
44,0,2,0,4,5,0,1
108,0,3,1,12,8,1,1
72,1,3,2,16,7,1,1
70,0,2,0,20,5,0,1
47,0,3,1,9,7,1,1
43,0,2,1,2,3,1,1
222,0,3,0,37,39,1,1
418,0,12,3,43,49,1,1
65,0,2,1,6,7,1,1
87,0,6,2,10,4,1,1
84,0,3,0,12,8,1,1
34,0,3,1,10,6,1,1
25,0,5,1,0,4,0,1
58,0,4,2,11,9,1,1
35,0,3,0,1,2,1,1
64,0,2,1,10,8,0,1
41,0,1,2,1,4,0,1
30,0,2,0,1,6,1,1
37,0,11,0,0,3,0,1
199,0,3,0,15,10,1,1
106,0,2,1,25,10,1,1
89,0,4,1,12,4,1,1
43,0,2,1,11,3,1,1
68,0,7,1,0,9,0,1
40,0,3,1,0,7,0,1
53,0,2,3,0,9,1,1
89,0,3,1,20,12,1,1
78,0,11,1,4,8,1,1
34,0,4,0,7,2,0,1
107,0,3,1,21,12,1,1
100,0,4,1,5,7,1,1
56,0,3,1,3,6,0,1
75,0,3,1,11,4,0,1
65,0,3,3,0,9,1,1
98,0,2,1,28,7,0,1
92,0,3,0,22,6,0,1
103,0,3,2,37,9,1,1
109,0,4,2,33,14,1,1
41,0,3,0,5,3,1,1
296,0,2,0,47,4,1,1
75,0,3,3,18,5,1,1
106,0,4,2,14,7,1,1
41,0,3,3,0,6,0,1
41,0,6,0,0,4,0,1
22,0,4,0,3,3,0,1
39,0,8,2,2,4,1,1
57,0,4,0,12,4,0,1
22,0,7,0,1,2,0,1
25,0,6,0,0,3,0,1
43,0,3,1,0,3,1,1
19,0,2,1,0,5,0,1
38,0,3,0,2,5,0,1
96,0,2,2,9,7,1,1
66,0,3,1,25,6,0,1
35,0,2,2,10,3,1,1
32,0,4,1,5,3,0,1
73,0,3,0,0,8,1,1
27,0,6,0,0,4,0,1
61,0,3,2,3,4,1,1
43,0,2,1,3,5,1,1
148,0,3,0,5,23,1,1
36,0,2,1,1,5,0,1
28,0,2,1,5,5,1,1
51,0,1,2,11,6,1,1
403,1,3,2,72,45,0,1
67,0,3,1,2,7,1,1
51,0,3,3,5,7,1,1
69,0,2,2,8,7,1,1
87,0,3,0,1,13,0,1
88,0,2,0,8,6,1,1
22,0,3,1,1,3,1,1
41,1,0,2,12,7,1,1
55,0,7,2,3,6,1,1
20,0,4,0,4,2,0,1
41,0,6,1,0,5,0,1
74,0,2,1,0,10,1,1
45,0,3,1,3,5,1,1
51,0,3,2,7,6,1,1
56,0,3,1,1,6,1,1
90,0,1,2,16,5,1,1
51,0,2,3,9,10,1,1
70,0,2,0,9,7,1,1
95,0,5,2,28,8,0,1
92,0,2,1,1,12,1,1
62,0,5,0,4,8,1,1
45,0,3,0,1,4,1,1
40,0,6,0,1,6,1,1
70,0,2,0,0,7,1,1
54,0,7,1,6,6,0,1
68,0,7,3,8,8,0,1
81,1,0,2,32,9,0,1
63,0,3,0,2,2,1,1
49,0,2,2,0,6,1,1
27,0,2,0,6,5,0,1
79,0,3,0,12,4,1,1
40,0,5,1,12,3,1,1
85,0,2,1,25,11,1,1
38,0,3,1,4,6,1,1
50,0,6,0,0,6,0,1
80,0,3,2,4,11,1,1
48,0,5,1,6,5,1,1
122,0,2,0,4,18,1,1
82,0,3,0,0,9,1,1
50,0,2,1,0,7,1,1
51,0,1,2,7,6,1,1
60,0,3,1,3,5,1,1
21,0,1,0,2,2,0,1
40,0,3,2,1,6,1,1
38,0,3,1,8,3,1,1
50,0,3,1,3,7,1,1
142,0,3,1,77,9,1,1
70,0,3,5,11,9,1,1
98,0,3,0,9,6,1,1
79,0,3,1,15,9,0,1
61,0,2,0,3,9,1,1
52,0,5,2,8,6,1,1
60,0,3,0,0,10,1,1
40,0,3,1,1,5,1,1
62,0,2,0,2,8,0,1
65,0,3,0,1,6,1,1
154,0,2,1,14,29,1,1
72,0,3,3,9,7,1,1
312,1,3,2,67,48,0,1
48,0,2,1,2,4,1,1
44,0,4,1,12,4,0,1
34,0,4,1,9,6,0,1
69,0,3,0,0,11,0,1
52,0,5,0,0,8,1,1
43,0,2,1,4,6,1,1
108,0,2,0,11,5,1,1
48,0,6,2,2,4,1,1
34,0,3,1,1,6,1,1
115,0,3,1,29,9,0,1
21,0,3,0,0,3,0,1
50,0,3,1,3,8,1,1
55,0,2,1,6,5,1,1
78,0,1,2,4,8,1,1
136,0,3,0,6,10,0,1
103,0,3,0,13,6,1,1
34,0,4,0,0,3,0,1
80,0,3,0,4,7,1,1
167,0,3,1,26,15,1,1
60,0,3,0,1,8,1,1
46,0,3,1,9,5,1,1
31,0,7,1,0,3,1,1
140,0,3,0,28,23,1,1
78,0,2,4,10,12,1,1
42,0,2,2,7,4,1,1
100,0,2,1,32,12,1,1
57,0,3,0,2,8,0,1
112,0,2,0,10,8,1,1
35,0,5,2,0,5,1,1
48,0,2,0,1,7,1,1
23,0,3,1,0,4,1,1
31,0,8,0,2,2,0,1
76,0,6,0,27,6,1,1
43,0,4,1,12,6,1,1
36,0,3,2,0,5,1,1
187,0,15,2,26,26,0,1
170,0,3,1,29,25,1,1
385,1,3,2,91,50,0,1
36,0,14,0,0,3,0,1
38,0,3,2,6,4,1,1
23,0,2,1,1,2,0,1
54,0,12,2,1,4,1,1
254,1,3,2,37,37,0,1
113,0,2,0,5,10,1,1
40,0,3,1,0,7,1,1
34,0,2,0,1,2,1,1
112,0,2,1,11,8,1,1
44,0,4,1,7,6,1,1
43,0,3,1,13,5,1,1
60,0,3,1,0,5,1,1
80,0,2,0,15,3,1,1
38,0,4,3,0,6,1,1
36,0,9,1,3,3,0,1
123,0,3,0,0,17,0,1
59,0,3,1,2,2,0,1
100,0,6,1,5,15,1,1
34,0,2,0,0,4,1,1
79,0,2,1,25,8,0,1
29,0,11,0,0,3,0,1
53,0,3,0,2,5,0,1
47,0,4,1,0,4,0,1
29,0,3,1,5,3,1,1
29,0,2,0,0,5,0,1
42,0,2,3,14,5,0,1
73,0,2,1,0,7,1,1
40,0,4,0,0,3,1,1
36,0,3,0,2,3,0,1
40,0,3,0,6,5,1,1
91,0,2,0,10,5,1,1
55,0,4,1,5,8,1,1
20,0,1,0,0,4,0,1
32,0,5,0,0,4,1,1
52,0,3,1,5,11,1,1
82,0,4,2,7,4,0,1
163,0,3,0,30,7,1,1
45,0,3,1,5,3,1,1
20,0,2,0,9,2,0,1
32,0,3,0,7,3,1,1
29,0,5,0,2,3,0,1
24,0,1,0,0,6,0,1
498,0,3,0,60,6,1,1
244,0,3,0,39,26,1,1
50,0,2,1,21,5,1,1
24,0,4,0,1,3,1,1
29,0,3,1,7,3,0,1
56,1,3,2,10,8,0,1
82,0,4,0,10,3,1,1
36,0,2,1,5,5,1,1
56,0,3,3,4,7,1,1
43,0,3,1,18,3,1,1
85,0,3,0,10,14,1,1
93,0,3,1,22,10,1,1
62,0,12,3,10,7,0,1
149,0,3,0,10,24,1,1
65,0,3,0,1,7,1,1
45,0,3,1,0,3,1,1
42,0,3,0,3,5,1,1
48,0,4,1,0,3,0,1
22,0,3,0,1,1,1,1
56,0,2,0,21,3,1,1
54,0,2,1,18,7,0,1
58,0,3,0,3,6,0,1
45,0,2,1,1,6,0,1
38,0,3,1,19,3,1,1
73,0,2,0,3,8,1,1
126,0,3,1,42,12,0,1
55,0,2,2,0,7,1,1
88,0,2,0,6,6,1,1
34,0,6,1,2,4,0,1
68,0,3,1,0,3,1,1
63,0,6,0,0,9,1,1
26,0,5,0,0,4,1,1
53,0,2,1,9,5,1,1
132,0,3,1,13,8,1,1
189,0,3,1,60,20,1,1
132,0,3,0,13,11,1,1
107,0,3,0,0,16,1,1
80,0,3,0,19,6,1,1
112,0,2,0,12,10,1,1
49,0,2,0,11,3,1,1
26,0,3,0,0,4,0,1
99,0,3,1,6,10,1,1
63,0,3,0,5,3,0,1
65,0,3,0,0,7,1,1
38,0,11,1,1,3,0,1
41,0,2,2,13,5,1,1
53,0,4,2,17,6,0,1
93,0,3,1,3,11,0,1
89,0,4,1,4,4,1,1
21,0,2,0,0,3,1,1
59,0,2,1,21,3,0,1
103,0,5,1,12,6,1,1
21,0,3,0,4,6,0,1
178,0,3,1,13,19,1,1
54,0,2,0,1,3,1,1
74,0,3,1,22,6,1,1
178,0,3,1,16,18,1,1
38,0,2,0,1,7,0,1
100,0,2,2,9,7,1,1
43,0,2,1,1,6,0,1
50,0,6,1,0,4,1,1
27,0,8,0,0,2,0,1
464,1,3,2,88,60,0,1
52,0,2,1,0,9,1,1
125,0,1,0,19,10,1,1
46,0,3,1,2,5,0,1
39,0,2,2,0,5,1,1
101,0,3,0,2,5,0,1
29,0,9,0,0,4,1,1
72,0,3,1,14,4,1,1
74,0,2,1,13,5,1,1
40,0,8,2,7,4,1,1
29,0,2,0,4,3,1,1
30,0,3,2,0,5,1,1
32,0,4,1,2,4,0,1
28,0,4,0,0,3,1,1
62,0,9,1,8,5,0,1
60,0,3,0,2,9,1,1
49,0,8,2,8,4,1,1
113,0,3,1,10,11,1,1
46,0,8,2,5,7,0,1
43,0,4,1,0,3,0,1
32,0,8,1,3,4,0,1
51,0,3,1,3,5,1,1
94,0,3,0,10,13,1,1
117,0,3,0,29,18,0,1
40,0,6,1,0,3,0,1
38,0,4,0,0,8,1,1
47,0,3,1,2,4,0,1
69,0,3,1,6,11,1,1
41,0,3,0,6,3,1,1
51,0,3,2,3,7,1,1
26,0,7,1,3,3,0,1
49,0,3,2,3,7,1,1
140,0,2,2,33,18,1,1
61,0,4,1,25,3,1,1
22,0,2,0,5,3,0,1
89,0,3,0,18,7,1,1
78,0,3,1,32,7,1,1
83,0,3,1,22,9,0,1
91,0,2,0,12,7,1,1
43,0,8,2,7,4,0,1
23,0,2,0,3,2,1,1
89,0,3,1,36,10,1,1
84,0,2,2,9,5,0,1
70,0,2,1,0,5,0,1
83,0,2,0,9,10,1,1
29,0,5,1,4,4,0,1
113,0,3,1,36,11,1,1
95,0,3,0,5,13,1,1
96,0,7,1,20,10,1,1
71,0,2,1,2,10,1,1
102,0,3,0,10,6,1,1
55,0,3,2,12,9,0,1
33,0,4,2,0,4,0,1
87,0,2,2,2,12,1,1
50,0,3,3,1,7,1,1
78,0,3,1,1,8,1,1
29,0,2,1,0,4,0,1
57,0,2,1,0,4,1,1
64,0,2,2,0,9,0,1
43,0,2,3,0,6,1,1
93,0,3,0,22,13,0,1
64,0,3,1,23,8,1,1
40,0,3,1,6,5,1,1
89,0,2,1,6,13,1,1
27,0,5,2,3,4,1,1
38,0,3,1,2,4,0,1
90,0,3,1,0,12,1,1
44,0,2,1,1,5,0,1
94,0,3,1,13,12,1,1
48,0,3,0,2,9,0,1
48,0,2,2,2,8,1,1
75,0,3,2,5,14,1,1
55,0,2,3,1,8,0,1
663,0,3,0,129,21,1,1
133,0,3,0,1,27,0,1
59,0,7,2,4,4,1,1
120,0,2,0,0,16,0,1
53,0,3,3,1,9,0,1
66,0,2,0,22,5,1,1
64,0,3,1,0,6,0,1
34,0,2,2,16,4,1,1
45,0,3,1,11,6,1,1
84,0,4,2,9,4,1,1
79,0,2,1,23,8,0,1
120,0,3,1,32,11,1,1
142,0,2,0,28,8,0,1
35,0,2,1,2,4,0,1
80,0,6,2,16,10,1,1
136,0,3,1,25,21,1,1
68,0,3,1,2,7,1,1
70,0,2,0,0,8,1,1
155,0,2,1,48,11,1,1
70,0,3,3,6,8,1,1
50,0,4,1,6,6,1,1
63,0,3,1,0,6,1,1
61,0,3,1,18,6,1,1
61,0,7,2,3,7,0,1
79,0,7,1,21,7,1,1
47,0,2,0,3,6,0,1
55,0,1,1,6,7,1,1
36,0,3,1,7,4,0,1
53,0,3,4,10,11,1,1
30,0,3,1,1,5,0,1
28,0,3,1,3,5,1,1
78,0,4,4,9,12,1,1
47,0,3,0,4,5,0,1
42,0,4,3,0,7,1,1
40,0,3,1,2,5,0,1
407,1,3,2,68,50,0,1
92,0,2,1,6,16,0,1
102,0,2,2,9,6,1,1
102,0,3,0,2,13,1,1
35,0,2,1,0,3,0,1
73,0,2,0,0,10,1,1
26,1,0,2,10,5,0,1
193,0,2,1,80,12,0,1
33,0,3,1,7,3,0,1
46,0,6,2,7,6,1,1
58,0,3,0,0,5,0,1
56,0,3,0,6,5,1,1
22,0,6,0,2,2,0,1
62,0,2,1,2,8,1,1
26,0,7,0,0,2,1,1
52,0,2,0,6,7,1,1
77,0,3,2,21,8,1,1
146,0,4,1,21,37,1,1
66,0,2,2,0,7,1,1
293,0,2,3,62,53,0,1
32,0,7,0,3,3,0,1
27,0,3,1,8,3,1,1
47,0,3,1,16,5,1,1
39,0,2,0,5,9,0,1
47,0,9,2,5,7,0,1
45,1,3,2,10,8,0,1
43,0,2,1,0,5,0,1
59,0,4,1,9,3,1,1
95,0,2,1,27,7,1,1
71,0,3,0,4,4,1,1
28,0,4,1,5,3,0,1
53,0,2,1,3,6,0,1
45,0,3,1,4,5,0,1
33,0,4,1,0,3,0,1
32,0,14,0,4,2,0,1
56,0,2,0,25,3,1,1
132,0,3,2,23,13,1,1
38,0,2,0,5,6,1,1
202,0,3,1,43,16,1,1
120,0,3,1,22,17,1,1
221,0,2,3,41,26,1,1
105,0,3,0,7,12,1,1
98,0,4,1,11,6,1,1
40,0,3,1,15,3,1,1
201,0,3,0,59,25,1,1
69,0,2,2,0,7,1,1
54,0,2,3,0,7,1,1
40,0,2,0,5,8,0,1
93,0,3,0,6,6,1,1
51,0,3,1,5,7,1,1
43,0,3,2,4,5,1,1
62,1,0,2,26,5,0,1
29,0,3,1,2,4,1,1
31,0,3,1,3,5,1,1
50,0,8,2,0,7,0,1
55,0,2,0,7,7,1,1
36,0,2,1,6,4,0,1
98,0,3,2,2,7,0,1
41,0,4,1,6,3,1,1
55,0,4,0,0,6,0,1
80,0,3,0,34,5,1,1
65,0,3,1,22,4,1,1
65,0,7,3,4,7,1,1
36,0,9,0,0,4,0,1
97,0,3,2,45,8,1,1
60,0,9,2,0,9,0,1
107,0,3,1,4,9,1,1
43,0,5,4,1,8,1,1
27,0,1,1,0,4,0,1
44,0,4,0,0,4,1,1
67,0,2,1,0,9,1,1
21,0,2,0,5,3,0,1
79,0,2,0,6,5,1,1
33,0,4,2,1,3,1,1
44,0,3,1,6,5,0,1
36,0,4,2,0,6,0,1
178,0,3,1,15,21,1,1
37,0,4,1,5,5,0,1
102,0,3,0,8,10,1,1
52,0,2,0,0,2,0,1
125,0,3,0,5,12,1,1
74,0,2,0,0,5,1,1
137,0,2,0,21,14,1,1
121,0,4,1,11,8,1,1
39,0,3,1,15,5,0,1
45,0,7,2,4,4,1,1
48,0,2,2,1,4,1,1
77,0,4,0,3,4,1,1
68,0,3,1,7,5,0,1
84,0,3,2,14,11,1,1
38,0,2,1,4,4,1,1
89,0,2,0,0,13,1,1
39,0,2,1,0,4,1,1
97,0,7,2,14,6,1,1
102,0,3,2,42,9,1,1
46,0,3,2,9,8,1,1
59,0,2,1,16,6,0,1
31,0,1,0,0,3,0,1
93,0,2,0,9,6,1,1
243,0,3,0,117,12,0,1
66,0,3,1,5,7,1,1
58,0,3,0,14,3,0,1
32,0,3,2,6,4,1,1
76,0,3,1,7,8,1,1
97,0,3,0,23,10,1,1
51,0,3,3,10,9,1,1
27,0,2,0,7,2,0,1
29,0,2,2,10,3,1,1
100,0,2,1,25,9,1,1
45,0,2,1,4,5,1,1
54,0,3,1,7,7,1,1
54,0,3,1,7,8,1,1
81,0,2,1,4,9,0,1
40,0,3,0,3,4,1,1
62,0,2,2,0,11,1,1
68,0,2,0,0,7,0,1
61,0,3,0,7,9,1,1
68,0,2,1,8,7,1,1
68,0,3,0,19,7,1,1
84,0,4,1,0,8,1,1
34,0,8,1,1,3,0,1
49,0,2,2,0,7,1,1
62,0,1,1,23,5,1,1
49,0,2,1,4,4,1,1
48,0,3,1,14,3,1,1
83,0,3,1,8,9,1,1
116,0,3,0,1,22,0,1
38,0,2,2,4,7,0,1
19,0,3,0,0,3,1,1
79,0,3,1,2,10,0,1
53,0,4,1,1,9,1,1
38,0,3,0,2,3,0,1
45,0,2,2,0,3,0,1
88,0,3,1,23,8,1,1
51,0,3,1,16,3,1,1
61,0,4,0,7,9,1,1
70,0,2,0,5,5,0,1
63,0,2,2,0,4,1,1
69,0,2,2,8,8,0,1
251,0,3,0,103,18,1,1
53,0,2,1,7,8,0,1
125,0,1,0,19,11,1,1
75,0,2,0,4,6,1,1
48,0,4,2,5,3,1,1
135,0,2,1,26,26,0,1
35,0,8,0,1,4,0,1
115,0,3,0,29,19,0,1
70,0,4,2,3,4,1,1
28,0,4,1,0,3,1,1
49,0,3,1,2,6,1,1
76,0,2,1,5,5,1,1
31,0,2,2,0,5,1,1
36,0,2,1,4,4,0,1
33,0,2,1,5,6,1,1
90,0,4,2,11,16,0,1
170,0,4,4,54,18,1,1
55,0,2,3,13,6,0,1
43,0,1,2,2,4,0,1
60,0,3,2,0,8,1,1
43,0,10,0,0,4,0,1
15,0,3,0,2,1,0,1
104,0,3,2,6,12,1,1
44,0,2,1,1,8,1,1
53,0,4,1,4,5,1,1
79,0,2,1,3,7,0,1
82,0,2,2,11,14,1,1
31,0,2,0,4,4,0,1
89,0,3,1,35,8,0,1
462,1,3,2,92,58,0,1
73,0,2,1,2,10,1,1
39,0,3,0,5,4,0,1
101,0,3,0,11,2,0,1
26,0,1,1,6,3,0,1
100,0,4,1,10,6,1,1
42,0,3,2,0,6,0,1
